,sentence,label,type
956,in the oval flower bed the snail  whose shell had been stained red  blue  and yellow for the space of two minutes or so  now appeared to be moving very slightly in its shell  and next began to labour over the crumbs of loose earth which broke away and rolled down as it passed over them ,0,train
957,it appeared to have a definite goal in front of it  differing in this respect from the singular high stepping angular green insect who attempted to cross in front of it  and waited for a second with its antenn  trembling as if in deliberation  and then stepped off as rapidly and strangely in the opposite direction ,0,test
958,brown cliffs with deep green lakes in the hollows  flat  blade like trees that waved from root to tip  round boulders of grey stone  vast crumpled surfaces of a thin crackling texture  all these objects lay across the snail s progress between one stalk and another to his goal ,0,val
959,before he had decided whether to circumvent the arched tent of a dead leaf or to breast it there came past the bed the feet of other human beings ,0,train
960,this time they were both men ,0,train
961,the younger of the two wore an expression of perhaps unnatural calm  he raised his eyes and fixed them very steadily in front of him while his companion spoke  and directly his companion had done speaking he looked on the ground again and sometimes opened his lips only after a long pause and sometimes did not open them at all ,0,train
962,the elder man had a curiously uneven and shaky method of walking  jerking his hand forward and throwing up his head abruptly  rather in the manner of an impatient carriage horse tired of waiting outside a house  but in the man these gestures were irresolute and pointless ,0,train
963,he talked almost incessantly  he smiled to himself and again began to talk  as if the smile had been an answer ,0,train
964,he was talking about spirits  the spirits of the dead  who  according to him  were even now telling him all sorts of odd things about their experiences in heaven ,0,train
965, heaven was known to the ancients as thessaly  william  and now  with this war  the spirit matter is rolling between the hills like thunder  ,0,train
966,he paused  seemed to listen  smiled  jerked his head and continued      you have a small electric battery and a piece of rubber to insulate the wire  isolate   insulate   well  we ll skip the details  no good going into details that wouldn t be understood  and in short the little machine stands in any convenient position by the head of the bed  we will say  on a neat mahogany stand ,0,train
967,all arrangements being properly fixed by workmen under my direction  the widow applies her ear and summons the spirit by sign as agreed ,0,train
968,women ,0,train
969,widows ,0,test
970,women in black       here he seemed to have caught sight of a woman s dress in the distance  which in the shade looked a purple black ,0,train
971,he took off his hat  placed his hand upon his heart  and hurried towards her muttering and gesticulating feverishly ,0,train
972,but william caught him by the sleeve and touched a flower with the tip of his walking stick in order to divert the old man s attention ,0,test
973,after looking at it for a moment in some confusion the old man bent his ear to it and seemed to answer a voice speaking from it  for he began talking about the forests of uruguay which he had visited hundreds of years ago in company with the most beautiful young woman in europe ,0,train
974,he could be heard murmuring about forests of uruguay blanketed with the wax petals of tropical roses  nightingales  sea beaches  mermaids  and women drowned at sea  as he suffered himself to be moved on by william  upon whose face the look of stoical patience grew slowly deeper and deeper ,0,val
975,following his steps so closely as to be slightly puzzled by his gestures came two elderly women of the lower middle class  one stout and ponderous  the other rosy cheeked and nimble ,0,train
976,like most people of their station they were frankly fascinated by any signs of eccentricity betokening a disordered brain  especially in the well to do  but they were too far off to be certain whether the gestures were merely eccentric or genuinely mad ,0,train
977,after they had scrutinised the old man s back in silence for a moment and given each other a queer  sly look  they went on energetically piecing together their very complicated dialogue    nell  bert  lot  cess  phil  pa  he says  i says  she says  i says  i says  i says        my bert  sis  bill  grandad  the old man  sugar         sugar  flour  kippers  greens       sugar  sugar  sugar  ,0,val
978,the ponderous woman looked through the pattern of falling words at the flowers standing cool  firm  and upright in the earth  with a curious expression ,0,train
979,she saw them as a sleeper waking from a heavy sleep sees a brass candlestick reflecting the light in an unfamiliar way  and closes his eyes and opens them  and seeing the brass candlestick again  finally starts broad awake and stares at the candlestick with all his powers ,0,val
980,so the heavy woman came to a standstill opposite the oval shaped flower bed  and ceased even to pretend to listen to what the other woman was saying ,0,train
981,she stood there letting the words fall over her  swaying the top part of her body slowly backwards and forwards  looking at the flowers ,0,train
982,then she suggested that they should find a seat and have their tea ,0,test
983,the snail had now considered every possible method of reaching his goal without going round the dead leaf or climbing over it ,0,train
984,let alone the effort needed for climbing a leaf  he was doubtful whether the thin texture which vibrated with such an alarming crackle when touched even by the tip of his horns would bear his weight  and this determined him finally to creep beneath it  for there was a point where the leaf curved high enough from the ground to admit him ,0,train
985,he had just inserted his head in the opening and was taking stock of the high brown roof and was getting used to the cool brown light when two other people came past outside on the turf ,0,train
986,this time they were both young  a young man and a young woman ,0,train
987,they were both in the prime of youth  or even in that season which precedes the prime of youth  the season before the smooth pink folds of the flower have burst their gummy case  when the wings of the butterfly  though fully grown  are motionless in the sun ,0,test
988, lucky it isn t friday   he observed ,0,test
989, why ,0,val
990,d you believe in luck  ,0,train
991, they make you pay sixpence on friday  ,0,train
992, what s sixpence anyway ,0,train
993,isn t it worth sixpence  ,0,val
994, what s  it   what do you mean by  it   ,0,train
